Number,Code,Unit,Goods,Normal Tariff,Preferential Tarrif,Unnamed: 6
,,,,,*See Below,
,,,,,CA Free,
,,,Grinding wheels,,,
,05E,kg,"Phenolic resin bonded, reinforced",,,
,19E,kg,Other,,,
,29B,kg,Other,,,
6804.23.00,,,Of natural stone,5,Free,
,,,,,*See Below,
,,,,,CA Free,
,,,,,RCEP 4,
,,,,,1/2025 3.7,
,01G,kg,Grinding wheels,,,
,09B,kg,Other,,,
6804.30.00,00J,.,Hand sharpening or polishing stones,Free,Free,
68.05,,,"Natural or artificial abrasive powder or grain, on a base of textile",,,
,,,"material, of paper, of paperboard or of other materials, whether or",,,
,,,not cut to shape or sewn or otherwise made up:,,,
6805.1,,,On a base of woven textile fabric only:,,,
6805.10.01,00F,.,"Nail files, abrasive coated",Free,Free,
,,,Other:,,,
6805.10.11,00A,.,"Dental strip, bands and discs",Free,Free,
6805.10.19,00B,.,Other,5,Free,
,,,,,*See Below,
,,,,,CA Free,
,,,,,LDC Free,
6805.2,,,On a base of paper or paperboard only:,,,
6805.20.01,00K,.,"Nail files, abrasive coated",Free,Free,
,,,Other:,,,
6805.20.11,00E,.,"Dental strip, bands and discs",Free,Free,
6805.20.19,00F,.,Other,5,Free,
,,,,,*See Below,
,,,,,CA Free,
,,,,,LDC Free,
6805.3,,,On a base of other materials:,,,
6805.30.01,00C,.,"Nail files, abrasive coated",Free,Free,
,,,Other:,,,
6805.30.11,00J,.,"Dental strip, bands and discs",Free,Free,
6805.30.19,00K,.,Other,5,Free,
,,,,,*See Below,
,,,,,CA Free,
,,,,,LDC Free,
68.06,,,"Slag wool, rock wool and similar mineral wools; exfoliated vermiculite,",,,
,,,"expanded clays, foamed slag and similar expanded mineral materials;",,,
,,,"mixtures and articles of heat-insulating, sound-insulating or",,,
,,,"sound-absorbing mineral materials, other than those of heading 68.11",,,
,,,or 68.12 or of Chapter 69:,,,
6806.10.00,00H,kg,"Slag wool, rock wool and similar mineral wools (including intermixtures",,,
,,,"thereof), in bulk, sheets or rolls",5,Free,
,,,,,*See Below,
,,,,,CA Free,
,,,,,RCEP 4,
,,,,,1/2025 3.7,
6806.20.00,00A,kg,"Exfoliated vermiculite, expanded clays, foamed slag and similar",,,
,,,expanded mineral materials (including intermixtures thereof),5,Free,
,,,,,*See Below,
,,,,,CA Free,
,,,,,RCEP 3.5,
,,,,,1/2025 3,
6806.90.00,,,Other,5,Free,
,,,,,*See Below,
,,,,,CA Free,
,,,,,RCEP 3.5,
,,,,,1/2025 3,
,03A,m2,Mineral fibre acoustic ceiling tiles and panels,,,
,08B,kg,Other,,,
68.07,,,"Articles of asphalt or of similar material (for example, petroleum",,,
,,,bitumen or coal tar pitch):,,,
6807.10.00,00F,.,In rolls,5,Free,
,,,,,*See Below,
,,,,,CA Free,
,,,,,LDC 4,
6807.90.00,00E,.,Other,5,Free,
,,,,,*See Below,
,,,,,CA Free,
,,,,,LDC 4,
68.08,,,,,,
6808.00.00,00L,.,"Panels, boards, tiles, blocks and similar articles of vegetable fibre,",,,
,,,"of straw or of shavings, chips, particles, sawdust or other waste, of",,,
,,,"wood, agglomerated with cement, plaster or other mineral binders",5,Free,
,,,,,*See Below,
,,,,,CA Free,
,,,,,RCEP 4,
,,,,,1/2025 3.7,
68.09,,,Articles of plaster or of compositions based on plaster:,,,
,,,"Boards, sheets, panels, tiles and similar articles, not ornamented:",,,
6809.11.00,10D,m2,Faced or reinforced with paper or paperboard only,5,Free,
,,,,,*See Below,
,,,,,CA Free,
,,,,,RCEP 3.5,
,,,,,1/2025 3,
6809.19.00,10L,m2,Other,5,Free,
,,,,,*See Below,
,,,,,CA Free,
,,,,,RCEP 3.5,
,,,,,1/2025 3,
6809.90.00,,,Other articles,5,Free,
,,,,,*See Below,
,,,,,CA Free,
,,,,,RCEP 3.5,
,,,,,1/2025 3,
,03F,m2,"Boards, sheets, panels, tiles and similar articles, ornamented",,,
,05B,m,Architectural mouldings and cornices,,,
,06L,No.,Other,,,
68.1,,,"Articles of cement, of concrete or of artificial stone, whether or not",,,
,,,reinforced:,,,
,,,"Tiles, flagstones, bricks and similar articles:",,,
6810.11.00,00L,.,Building blocks and bricks,5,Free,
,,,,,*See Below,
,,,,,CA Free,
,,,,,LDC 4,
,,,,,RCEP 3.5,
,,,,,1/2025 3,
,,,"Articles of cement, of concrete or of artificial stone, etc.continued",,,
,,,"Tiles, flagstones, bricks and similar articlescontinued",,,
6810.19.00,00G,.,Other,5,Free,
,,,,,*See Below,
,,,,,CA Free,
,,,,,LDC 4,
,,,Other articles:,,,
6810.91.00,00K,.,Prefabricated structural components for building or civil engineering,5,Free,
,,,,,*See Below,
,,,,,CA Free,
,,,,,LDC 4,
,,,,,RCEP 3.5,
,,,,,1/2025 3,
6810.99.00,,,Other,5,Free,
,,,,,*See Below,
,,,,,CA Free,
,,,,,LDC 4,
,01D,.,Pipes,,,
,09K,.,Other,,,
68.11,,,"Articles of asbestos-cement, of cellulose fibre-cement or the like:",,,
6811.4,,,Containing asbestos:,,,
6811.40.01,00A,.,Tubes and pipes,Free,Free,
6811.40.09,,,Other,5,Free,
,,,,,*See Below,
,,,,,CA Free,
,10K,m2,Corrugated sheets,,,
,,,"Other sheets, panels, tiles and similar articles:",,,
,13D,m2,"Sheets, plain",,,
,17G,.,Other,,,
,19C,.,Tube or pipe fittings,,,
,29L,.,Other articles,,,
,,,Not containing asbestos:,,,
6811.81.00,00D,m2,Corrugated sheets,5,Free,
,,,,,*See Below,
,,,,,CA Free,
,,,,,RCEP 3.5,
,,,,,1/2025 3,
6811.82.00,,,"Other sheets, panels, tiles and similar articles",5,Free,
,,,,,*See Below,
,,,,,CA Free,
,,,,,RCEP 3.5,
,,,,,1/2025 3,
,10F,m2,"Sheets, plain",,,
,19K,.,Other,,,
6811.89,,,Other articles:,,,
6811.89.10,00F,.,Tubes and pipes,Free,Free,
6811.89.90,,,Other,5,Free,
,,,,,*See Below,
,,,,,CA Free,
,10G,.,Tube or pipe fittings,,,
,19L,.,Other,,,
68.12,,,Fabricated asbestos fibres; mixtures with a basis of asbestos or with a,,,
,,,basis of asbestos and magnesium carbonate; articles of such mixtures,,,
,,,"or of asbestos (for example, thread, woven fabric, clothing, headgear,",,,
,,,"footwear, gaskets), whether or not reinforced, other than goods of",,,
,,,heading 68.11 or 68.13:,,,
6812.80.00,,,Of crocidolite,Free,Free,
,10E,.,"Clothing, clothing accessories, footwear and headgear",,,
,13K,.,"Paper, millboard and felt",,,
,17B,.,"Compressed crocidolite fibre jointing, in sheets or rolls",,,
,19J,.,Other,,,
,,,Other:,,,
6812.91.00,00F,.,"Clothing, clothing accessories, footwear and headgear",Free,Free,
,,,"Fabricated asbestos fibres; mixtures with a basis of, etc.continued",,,
,,,Othercontinued,,,
6812.99.00,,,Other,Free,Free,
,12F,.,"Paper, millboard and felt",,,
,14B,.,"Compressed asbestos fibre jointing, in sheets or rolls",,,
,16J,.,Fabricated asbestos fibres; mixtures with a basis of asbestos or with,,,
,,,a basis of asbestos and magnesium carbonate,,,
,18E,.,Yarn and thread,,,
,20G,.,"Cords and string, whether or not plaited",,,
,22C,m2,Woven or knitted fabric,,,
,29L,.,Other,,,
68.13,,,"Friction material and articles thereof (for example, sheets, rolls, strips,",,,
,,,"segments, discs, washers, pads), not mounted, for brakes, for clutches",,,
,,,"or the like, with a basis of asbestos, of other mineral substances or of",,,
,,,"cellulose, whether or not combined with textile or other materials:",,,
6813.2,,,Containing asbestos:,,,
,,,Brake linings and pads:,,,
6813.20.01,00L,.,In the piece,Free,Free,
,,,Other:,,,
6813.20.09,00A,.,Undrilled,Free,Free,
6813.20.19,00G,.,Other,5,Free,
,,,,,*See Below,
,,,,,CA Free,
,,,Other:,,,
6813.20.29,00B,.,In the piece,Free,Free,
,,,"Clutch facings of annular shape, whether or not holed for fixing or",,,
,,,mounting:,,,
6813.20.39,00H,.,Undrilled,Free,Free,
6813.20.49,00C,.,Other,5,Free,
,,,,,*See Below,
,,,,,CA Free,
,,,,,LDC Free,
,,,,,RCEP 4,
,,,,,1/2025 3.7,
,,,Other:,,,
6813.20.59,00J,.,Undrilled,Free,Free,
6813.20.69,00D,.,Other,5,Free,
,,,,,*See Below,
,,,,,CA Free,
,,,,,RCEP 4,
,,,,,1/2025 3.7,
,,,Not containing asbestos:,,,
6813.81,,,Brake linings and pads:,,,
6813.81.01,00G,.,In the piece,Free,Free,
,,,Other:,,,
6813.81.09,00H,.,Undrilled,Free,Free,
6813.81.19,00C,.,Other,5,Free,
,,,,,*See Below,
,,,,,CA Free,
,,,,,RCEP 5,
,,,,,1/2025 5,
6813.89,,,Other:,,,
6813.89.01,00C,.,In the piece,Free,Free,
,,,"Clutch facings of annular shape, whether or not holed for fixing or",,,
,,,mounting:,,,
6813.89.09,00D,.,Undrilled,Free,Free,
6813.89.19,00K,.,Other,5,Free,
,,,,,*See Below,
,,,,,CA Free,
,,,,,LDC Free,
,,,Other:,,,
6813.89.29,00E,.,Undrilled,Free,Free,
6813.89.39,00L,.,Other,5,Free,
,,,,,*See Below,
,,,,,CA Free,
68.14,,,"Worked mica and articles of mica, including agglomerated or",,,
,,,"reconstituted mica, whether or not on a support of paper, paperboard",,,
,,,or other materials:,,,
6814.10.00,00J,.,"Plates, sheets and strips of agglomerated or reconstituted mica, whether",,,
,,,or not on a support,Free,Free,
6814.90.00,00H,.,Other,Free,Free,
68.15,,,Articles of stone or of other mineral substances (including carbon,,,
,,,"fibres, articles of carbon fibres and articles of peat), not elsewhere",,,
,,,specified or included:,,,
,,,Carbon fibres; articles of carbon fibres for non-electrical uses; other,,,
,,,articles of graphite or other carbon for non-electrical uses:,,,
6815.11.00,00A,.,Carbon fibres,Free,Free,
6815.12.00,00F,.,Fabrics of carbon fibres,Free,Free,
6815.13.00,00L,.,Other articles of carbon fibres,Free,Free,
6815.19.00,00H,.,Other,Free,Free,
6815.20.00,00L,.,Articles of peat,Free,Free,
,,,Other:,,,
6815.91.00,10H,.,"Containing magnesite, magnesia in the form of periclase, dolomite",,,
,,,"including in the form of dolime, or chromite",Free,Free,
6815.99.00,10D,.,Other,Free,Free,
,,,I.- GOODS OF SILICEOUS FOSSIL MEALS OR OF SIMILAR,,,
,,,"SILICEOUS EARTHS, AND REFRACTORY GOODS",,,
69.01,,,,,,
6901.00.00,00K,kg,"Bricks, blocks, tiles and other ceramic goods of siliceous fossil meals",,,
,,,"(for example, kieselguhr, tripolite or diatomite) or of similar siliceous",,,
,,,earths,5,Free,
,,,,,*See Below,
,,,,,RCEP 4,
,,,,,1/2025 3.7,
69.02,,,"Refractory bricks, blocks, tiles and similar refractory ceramic",,,
,,,"constructional goods, other than those of siliceous fossil meals or",,,
,,,similar siliceous earths:,,,
6902.10.00,00A,kg,"Containing by weight, singly or together, more than 50 % of the elements",,,
,,,"Mg, Ca or Cr, expressed as MgO, CaO or Cr2O3",5,Free,
,,,,,*See Below,
,,,,,RCEP 3.5,
,,,,,1/2025 3,
6902.20.00,,,"Containing by weight more than 50 % of alumina (Al2O3), of silica",,,
,,,(SiO2) or of a mixture or compound of these products,5,Free,
,,,,,*See Below,
,,,,,RCEP 3.5,
,,,,,1/2025 3,
,,,"Containing, by weight of alumina:",,,
,03K,kg,Not more than 25 %,,,
,08L,kg,More than 25 % but not more than 40 %,,,
,13G,kg,More than 40 % but not more than 50 %,,,
,18H,kg,More than 50 % but not more than 65 %,,,
,27G,kg,More than 65 % but not more than 80 %,,,
,32C,kg,More than 80 % but not more than 90 %,,,
,38B,kg,More than 90 %,,,
6902.9,,,Other:,,,
6902.90.01,,,Bricks,5,Free,
,,,,,*See Below,
,,,,,CA Free,
,,,,,RCEP 3.5,
,,,,,1/2025 3,
,02C,kg,"With a density not exceeding 1,500 kg/m3",,,
,08B,kg,Silicon carbide,,,
,,,Other:,,,
,,,"Containing, by weight of alumina:",,,
,15E,kg,More than 10 % but not more than 25 %,,,
,21K,kg,More than 25 % but not more than 40 %,,,
,29E,kg,More than 40 %,,,
,38D,kg,Other,,,
6902.90.09,,,Other,5,Free,
,,,,,*See Below,
,,,,,RCEP 4,
,,,,,1/2025 3.7,
,03B,kg,"With a density not exceeding 1,500 kgm3",,,
,07E,kg,Silicon carbide,,,
,,,Other:,,,
,,,"Containing, by weight of alumina:",,,
,12A,kg,More than 10 % but not more than 25 %,,,
,15F,kg,More than 25 % but not more than 40 %,,,
,18L,kg,More than 40 %,,,
,28H,kg,Other,,,
69.03,,,"Other refractory ceramic goods (for example, retorts, crucibles,",,,
,,,"muffles, nozzles, plugs, supports, cupels, tubes, pipes, sheaths, rods",,,
,,,"and slide gates), other than those of siliceous fossil meals or of similar",,,
,,,siliceous earths:,,,
6903.10.00,,,"Containing by weight, more than 50 % of free carbon",5,Free,
,,,,,*See Below,
,,,,,CA Free,
,,,,,RCEP 5,
,,,,,1/2025 5,
,01H,No.,Crucibles,,,
,09C,No.,"Nozzles, tubes, pipes and sheaths",,,
,19L,.,Other,,,
,,,"Other refractory ceramic goods (for example, retorts, etc.continued",,,
6903.20.00,,,Containing by weight more than 50 % of alumina (A12O3) or of a,,,
,,,mixture or compound of alumina and of silica (SiO2),5,Free,
,,,,,*See Below,
,,,,,CA Free,
,01A,No.,Crucibles,,,
,09G,No.,"Nozzles, tubes, pipes and sheaths",,,
,19D,.,Other,,,
6903.90.00,,,Other,5,Free,
,,,,,*See Below,
,,,,,CA Free,
,,,,,RCEP 3.5,
,,,,,1/2025 3,
,01G,No.,Crucibles,,,
,09B,No.,"Nozzles, tubes, pipes and sheaths",,,
,19K,.,Other,,,
,,,II.- OTHER CERAMIC PRODUCTS,,,
69.04,,,"Ceramic building bricks, flooring blocks, support or filler tiles and the",,,
,,,like:,,,
6904.10.00,00H,No.,Building bricks,5,Free,
,,,,,*See Below,
,,,,,RCEP 3.5,
,,,,,1/2025 3,
6904.90.00,00G,No.,Other,5,Free,
,,,,,*See Below,
69.05,,,"Roofing tiles, chimney-pots, cowls, chimney liners, architectural",,,
,,,ornaments and other ceramic constructional goods:,,,
6905.10.00,00F,.,Roofing tiles,5,Free,
,,,,,*See Below,
,,,,,RCEP 4,
,,,,,1/2025 3.7,
6905.90.00,00E,.,Other,5,Free,
,,,,,*See Below,
69.06,,,,,,
6906.00.00,00L,kg,"Ceramic pipes, conduits, guttering and pipe fittings",5,Free,
,,,,,*See Below,
,,,,,CA Free,
,,,,,LDC Free,
,,,,,RCEP 4,
,,,,,1/2025 3.7,
69.07,,,"Ceramic flags and paving, hearth or wall tiles; ceramic mosaic cubes",,,
,,,"and the like, whether or not on a backing; finishing ceramics.",,,
,,,"Flags and paving, hearth or wall tiles, other than those of",,,
,,,subheadings 6907.30 and 6907.40:,,,
6907.21,,,Of a water absorption coefficient by weight not exceeding 0.5 %:,,,
,,,Having the largest surface area of which is capable of being,,,
,,,enclosed in a square the side of which is less than 7 cm:,,,
6907.21.10,00F,m2,Mosaic tiles,Free,Free,
6907.21.15,,,Other,5,Free,
,,,,,*See Below,
,,,,,CA Free,
,,,Of a thickness not exceeding 50 mm:,,,
,,,Tiles:,,,
,,,"Mounted with other tiles, forming part of a pre-assembled set:",,,
,10E,m2,Pressed,,,
,11C,m2,Extruded,,,
,,,Floor and wall tiles:,,,
,13K,m2,Pressed,,,
,15F,m2,Extruded,,,
,,,Other tiles:,,,
,17B,m2,Pressed,,,
,19J,m2,Extruded,,,
,21L,m2,Other,,,
,29F,m2,Of a thickness exceeding 50 mm,,,
,,,"Ceramic flags and paving, hearth or wall tiles; ceramic, etc.continued",,,
,,,"Flags and paving, hearth or wall tiles, other than those, etc.continued",,,
,,,"Of a water absorption coefficient by weight not, etc.continued",,,
6907.21.19,,,Other,5,Free,
,,,,,*See Below,
,,,,,CA Free,
,,,,,CPT Free,
,,,,,RCEP 3.5,
,,,,,1/2025 3,
,10L,m2,Of a thickness not exceeding 50 mm,,,
,19D,m2,Other,,,
6907.22,,,Of a water absorption coefficient by weight exceeding 0.5 %,,,
,,,but not exceeding 10 %:,,,
,,,Having the largest surface area of which is capable of being enclosed,,,
,,,in a square the side of which is less than 7 cm:,,,
6907.22.10,00L,m2,Mosaic tiles,Free,Free,
6907.22.15,,,Other,5,Free,
,,,,,*See Below,
,,,,,CA Free,
,,,Of a thickness not exceeding 50 mm:,,,
,,,Tiles:,,,
,,,"Mounted with other tiles, forming part of pre-assembled set:",,,
,10K,m2,Pressed,,,
,11H,m2,Extruded,,,
,,,Floor and wall tiles:,,,
,13D,m2,Pressed,,,
,15L,m2,Extruded,,,
,,,Other tiles:,,,
,17G,m2,Pressed,,,
,19C,m2,Extruded,,,
,21E,m2,Other,,,
,29L,m2,Of a thickness exceeding 50 mm,,,
6907.22.19,,,Other,5,Free,
,,,,,*See Below,
,,,,,CA Free,
,,,,,CPT Free,
,,,,,RCEP 3.5,
,,,,,1/2025 3,
,10E,m2,Of a thickness not exceeding 50 mm,,,
,19J,m2,Other,,,
6907.23,,,Of a water absorption coefficient by weight exceeding 10 %:,,,
,,,Having the largest surface area of which is capable of being enclosed,,,
,,,in a square the side of which is less than 7 cm:,,,
6907.23.10,00E,m2,Mosaic tiles,Free,Free,
6907.23.15,,,Other,5,Free,
,,,,,*See Below,
,,,,,CA Free,
,,,Of a thickness not exceeding 50 mm:,,,
,,,Tiles:,,,
,,,"Mounted with other tiles, forming part of pre-assembled set:",,,
,10D,m2,Pressed,,,
,11B,m2,Extruded,,,
,,,Floor and wall tiles:,,,
,13J,m2,Pressed,,,
,15E,m2,Extruded,,,
,,,Other tiles:,,,
,17A,m2,Pressed,,,
,19H,m2,Extruded,,,
,21K,m2,Other,,,
,29E,m2,Of a thickness exceeding 50 mm,,,
6907.23.19,,,Other,5,Free,
,,,,,*See Below,
,,,,,CA Free,
,,,,,CPT Free,
,,,,,RCEP 3.5,
,,,,,1/2025 3,
,10K,m2,Of a thickness not exceeding 50 mm,,,
,19C,m2,Other,,,
,,,"Ceramic flags and paving, hearth or wall tiles; ceramic, etc.continued",,,
6907.3,,,"Mosaic cubes and the like, other than those of subheading 6907.40:",,,
6907.30.15,,,Having the largest surface area of which is capable of being enclosed,,,
,,,in a square the side of which is less than 7 cm:,5,Free,
,,,,,*See Below,
,,,,,CA Free,
,21K,m2,Of a thickness not exceeding 50 mm:,,,
,29E,m2,Other,,,
6907.30.19,,,Other,5,Free,
,,,,,*See Below,
,,,,,CA Free,
,,,,,CPT Free,
,,,,,RCEP 3.5,
,,,,,1/2025 3,
,10K,m2,Of a thickness not exceeding 50 mm,,,
,19C,m2,Other,,,
6907.4,,,Finishing ceramics:,,,
6907.40.15,,,Having the largest surface area of which is capable of being enclosed,,,
,,,in a square the side of which is less than 7 cm:,,,
,,,,5,Free,
,,,,,*See Below,
,,,,,CA Free,
,21C,m2,Of a thickness not exceeding 50 mm:,,,
,29J,m2,Other,,,
6907.40.19,,,Other,5,Free,
,,,,,*See Below,
,,,,,CA Free,
,,,,,CPT Free,
,,,,,RCEP 3.5,
,,,,,1/2025 3,
,10C,m2,Of a thickness not exceeding 50 mm,,,
,19G,m2,Other,,,
69.09,,,"Ceramic wares for laboratory, chemical or other technical uses;",,,
,,,"ceramic troughs, tubs and similar receptacles of a kind used in",,,
,,,"agriculture; ceramic pots, jars and similar articles of a kind used for",,,
,,,the conveyance or packing of goods:,,,
,,,"Ceramic wares for laboratory, chemical or other technical uses:",,,
6909.11.00,,,Of porcelain or china,5,Free,
,,,,,*See Below,
,,,,,CA Free,
,,,,,LDC Free,
,,,,,RCEP 5,
,,,,,1/2025 5,
,01A,.,Filter elements,,,
,09G,.,Other,,,
6909.12.00,,,Articles having a hardness equivalent to 9 or more on the Mohs scale,Free,Free,
,01F,.,Filter elements,,,
,09A,.,Other,,,
6909.19.00,,,Other,Free,Free,
,02F,.,Filter elements,,,
,10G,.,Other,,,
6909.90.00,00H,.,Other,5,Free,
,,,,,*See Below,
,,,,,CA Free,
,,,,,LDC Free,
,,,,,RCEP 5,
,,,,,1/2025 5,
69.1,,,"Ceramic sinks, wash basins, wash basin pedestals, baths, bidets, water",,,
,,,"closet pans, flushing cisterns, urinals and similar sanitary fixtures:",,,
6910.10.00,,,Of porcelain or china,5,Free,
,,,,,*See Below,
,,,,,CA Free,
,,,,,CPT Free,
,,,,,RCEP 3.5,
,,,,,1/2025 3,
,01L,No.,Wash basins,,,
,,,Water closet pans:,,,
,11H,No.,Pan/cistern combination,,,
,19C,No.,Other,,,
,21E,No.,Cistern,,,
,29L,No.,Other,,,
,,,"Ceramic sinks, wash basins, wash basin pedestals, etc.continued",,,
6910.90.00,,,Other,5,Free,
,,,,,*See Below,
,,,,,CA Free,
,,,,,RCEP 3.5,
,,,,,1/2025 3,
,01K,No.,Wash basins,,,
,09E,No.,Water closet pans,,,
,19B,No.,Other,,,
69.11,,,"Tableware, kitchenware, other household articles and toilet articles,",,,
,,,of porcelain or china:,,,
6911.1,,,Tableware and kitchenware:,,,
6911.10.01,,,Tableware and cooking utensils,5,Free,
,,,,,*See Below,
,,,,,CA Free,
,,,,,CPT Free,
,,,,,RCEP 3.5,
,,,,,1/2025 3,
,02C,doz,Coffee mugs,,,
,,,Cups; saucers; flat plates; deep plates:,,,
,12L,No.,In sets,,,
,18K,No.,Other,,,
,22H,No.,"Breakfast, dinner, tea or coffee sets and the like",,,
,32E,No.,Other tableware,,,
,38D,No.,Cooking utensils,,,
6911.10.09,00H,kg,Other kitchenware,5,Free,
,,,,,*See Below,
,,,,,CA Free,
,,,,,RCEP 3.5,
,,,,,1/2025 3,
6911.90.00,00K,kg,Other,5,Free,
,,,,,*See Below,
,,,,,CA Free,
,,,,,RCEP 3.5,
,,,,,1/2025 3,
69.12,,,,,,
6912,,,"Ceramic tableware, kitchenware, other household articles and toilet",,,
,,,"articles, other than of porcelain or china:",,,
6912.00.01,,,Tableware and cooking utensils,5,Free,
,,,,,*See Below,
,,,,,CA Free,
,02H,doz,Coffee mugs,,,
,,,Cups; saucers; flat plates; deep plates:,,,
,12E,No.,In sets,,,
,18D,No.,Other,,,
,22B,No.,"Breakfast, dinner, tea or coffee sets and the like",,,
,32K,No.,Other tableware,,,
,38J,No.,Cooking utensils,,,
6912.00.09,00B,kg,Other,5,Free,
,,,,,*See Below,
,,,,,CA Free,
,,,,,RCEP 3.5,
,,,,,1/2025 3,
69.13,,,Statuettes and other ornamental ceramic articles:,,,
6913.1,,,Of porcelain or china:,,,
6913.10.01,00C,.,"Beads, not mounted, set or strung; ornaments for footwear",Free,Free,
6913.10.09,,,Other,5,Free,
,,,,,*See Below,
,,,,,CA Free,
,,,,,RCEP 3.5,
,,,,,1/2025 3,
,01B,.,Replicas of flora and fauna,,,
,09H,.,Other,,,
6913.9,,,Other:,,,
6913.90.01,00B,.,"Beads, not mounted, set or strung; ornaments for footwear",Free,Free,
6913.90.09,,,Other,5,Free,
,,,,,*See Below,
,,,,,CA Free,
,,,,,RCEP 3.5,
,,,,,1/2025 3,
,01A,.,"Artificial flowers, leaves and sprays",,,
,09G,.,Other,,,
69.14,,,Other ceramic articles:,,,
6914.1,,,Of porcelain or china:,,,
6914.10.01,00A,.,Handles for cutlery; parts of gas fires and stoves,Free,Free,
6914.10.09,00B,.,Other,5,Free,
,,,,,*See Below,
,,,,,CA Free,
,,,,,RCEP 5,
,,,,,1/2025 5,
6914.9,,,Other:,,,
6914.90.01,00L,.,Handles for cutlery; parts of gas fires and stoves,Free,Free,
6914.90.09,00A,.,Other,5,Free,
,,,,,*See Below,
,,,,,CA Free,
,,,,,RCEP 3.5,
,,,,,1/2025 3,
70.01,,,,,,
7001.00.00,00H,.,"Cullet and other waste and scrap of glass, excluding glass from cathode",,,
