StatisticalCode,Unit,Goods,Rate#,ReferenceNumber,Tariffconcessionorders
60,No,"PLANS AND DRAWINGS FOR ARCHITECTURAL, ENGINEERING, INDUSTRIAL, COMMERCIAL, TOPOGRAPHICAL OR SIMILAR PURPOSES, BEING ORIGINALS DRAWN BY HAND; HAND  WRITTEN TEXTS; PHOTOGRAPHIC REPRODUCTIONS ON SENSITISED PAPER AND CARBON COPIES OF THE FOREGOING",Free,4906.00.00,
,,"UNUSED POSTAGE, REVENUE OR SIMILAR STAMPS OF CURRENT OR NEW ISSUE IN THE COUNTRY IN WHICH THEY HAVE, OR WILL HAVE, A RECOGNISED FACE VALUE; STAMP  IMPRESSED PAPER; BANKNOTES; CHEQUE FORMS; STOCK, SHARE OR BOND CERTIFICATES AND SIMILAR DOCUMENTS OF TITLE:",,4907,
33,..,Stamps and banknotes,Free,4907.00.10,
40,..,Other,5%,4907.00.90,
,,TRANSFERS (DECALCOMANIAS):,,4908,
22,..,"Transfers (decalcomanias), vitrifiable",5%,4908.10.00,
23,..,Other,5%,4908.90.00,
31,No,"PRINTED OR ILLUSTRATED POSTCARDS; PRINTED CARDS BEARING PERSONAL GREETINGS, MESSAGES OR ANNOUNCEMENTS, WHETHER OR NOT ILLUSTRATED, WITH OR WITHOUT ENVELOPES OR TRIMMINGS",5%,4909.00.00,
26,..,"CALENDARS OF ANY KIND, PRINTED, INCLUDING CALENDAR BLOCKS",5%,4910.00.00,
,,"OTHER PRINTED MATTER, INCLUDING PRINTED PICTURES AND PHOTOGRAPHS:",,4911,
,,"Trade advertising material, commercial catalogues and the like:",,4911.1,
35,..,"Catalogues of visual or auditory material of an educational, scientific or cultural character",Free,4911.10.10,
36,..,Other,5%,4911.10.90,
,,Other:,,,
28,..,"Pictures, designs and photographs",5% DCS:4% DCT:5%,4911.91.00,
,,Other:,,,
29,..,"Printed matter which grants the right to access, install, reproduce or otherwise use software (including games), data, internet content (including in  game or in  application content) or services or telecommunications services (including mobile services)",5%From 1 July 2018: 2.5%From 1 July 2019: Free,4911.99.10,
30,..,Other,5%,4911.99.90,
1,kg,SILK  WORM COCOONS SUITABLE FOR REELING,Free,5001.00.00,
2,kg,RAW SILK (NOT THROWN),Free,5002.00.00,
3,kg,"SILK WASTE (INCLUDING COCOONS UNSUITABLE FOR REELING, YARN WASTE AND GARNETTED STOCK)",Free,5003.00.00,
5,kg,SILK YARN (OTHER THAN YARN SPUN FROM SILK WASTE) NOT PUT UP FOR RETAIL SALE,Free,5004.00.00,
6,kg,"YARN SPUN FROM SILK WASTE, NOT PUT UP FOR RETAIL SALE",Free,5005.00.00,
7,kg,"SILK YARN AND YARN SPUN FROM SILK WASTE, PUT UP FOR RETAIL SALE; SILK  WORM GUT",Free,5006.00.00,
,,WOVEN FABRICS OF SILK OR OF SILK WASTE:,,5007,
,,Fabrics of noil silk:,,5007.1,
16,sm,Containing 20% or more by weight of man  made fibres not printed,5%,5007.10.10,
8,sm,Other,Free,5007.10.90,
9,sm,"Other fabrics, containing 85% or more by weight of silk or of silk waste other than noil silk",Free,5007.20.00,
,,Other fabrics:,,5007.9,
17,sm,Containing 20% or more by weight of man  made fibres,5%,5007.90.10,
10,sm,Other,Free,5007.90.90,
,,"WOOL, NOT CARDED OR COMBED:",,5101,
,,"Greasy, including fleece  washed wool:",,5101.1,
1,kg,Shorn wool,Free,5101.11.00,
2,kg,Other,Free,5101.19.00,
,,"Degreased, not carbonised:",,5101.2,
3,kg,Shorn wool,Free,5101.21.00,
4,kg,Other,Free,5101.29.00,
5,kg,Carbonised,Free,5101.30.00,
,,"FINE OR COARSE ANIMAL HAIR, NOT CARDED OR COMBED:",,5102,
,,Fine animal hair:,,5102.1,
45,kg,Of Kashmir (cashmere) goats,Free,5102.11.00,
46,kg,Other,Free,5102.19.00,
7,kg,Coarse animal hair,Free,5102.20.00,
,,"WASTE OF WOOL OR OF FINE OR COARSE ANIMAL HAIR, INCLUDING YARN WASTE BUT EXCLUDING GARNETTED STOCK:",,,
8,kg,Noils of wool or of fine animal hair,Free,5103.10.00,
9,kg,Other waste of wool or of fine animal hair,Free,5103.20.00,
10,kg,Waste of coarse animal hair,Free,5103.30.00,
11,kg,GARNETTED STOCK OF WOOL OR OF FINE OR COARSE ANIMAL HAIR,Free,5104.00.00,
,,"WOOL AND FINE OR COARSE ANIMAL HAIR, CARDED OR COMBED (INCLUDING COMBED WOOL IN FRAGMENTS):",,5105,
12,kg,Carded wool,Free,5105.10.00,
,,Wool tops and other combed wool:,,5105.2,
13,kg,Combed wool in fragments,Free,5105.21.00,
14,kg,Other,Free,5105.29.00,
,,"Fine animal hair, carded or combed:",,5105.3,
47,kg,Of Kashmir (cashmere) goats,Free,5105.31.00,
48,kg,Other,Free,5105.39.00,
17,kg,"Coarse animal hair, carded or combed",Free,5105.40.00,
,,"YARN OF CARDED WOOL, NOT PUT UP FOR RETAIL SALE:",,,
,,Containing 85% or more by weight of wool,5% DC:5%,5106.10.00,
18,kg,Carpet yarns,,,
39,kg,Other,,,
45,kg,Containing less than 85% by weight of wool,5% DC:5%,5106.20.00,
,,"YARN OF COMBED WOOL, NOT PUT UP FOR RETAIL SALE:",,5107.1,
,,Containing 85% or more by weight of wool,5%DC: 5%,5107.10.00,
22,kg,Carpet yarns,,,
41,kg,Other,,,
50,kg,Containing less than 85% by weight of wool,Free,5107.20.00,
,,"YARN OF FINE ANIMAL HAIR (CARDED OR COMBED), NOT PUT UP FOR RETAIL SALE:",,5108,
43,kg,Carded,5% DC:5%,5108.10.00,
44,kg,Combed,5% DC:5%,5108.20.00,
,,"YARN OF WOOL OR OF FINE ANIMAL HAIR, PUT UP FOR RETAIL SALE:",,5109,
1,kg,Containing 85% or more by weight of wool or of fine animal hair,5%,5109.10.00,
2,kg,Other,5%,5109.90.00,
3,kg,"YARN OF COARSE ANIMAL HAIR OR OF HORSEHAIR (INCLUDING GIMPED HORSEHAIR YARN), WHETHER OR NOT PUT UP FOR RETAIL SALE",5%,5110.00.00,
,,WOVEN FABRICS OF CARDED WOOL OR OF CARDED FINE ANIMAL HAIR:,,5111,
,,Containing 85% or more by weight of wool or of fine animal hair:,,5111.1,
4,sm,Of a weight not exceeding 300 g/m2,5%,5111.11.00,
5,sm,Other,5%,5111.19.00,
6,sm,"Other, mixed mainly or solely with man  made filaments",5%,5111.20.00,
7,sm,"Other, mixed mainly or solely with man  made staple fibres",5%,5111.30.00,
8,sm,Other,5%,5111.90.00,
,,WOVEN FABRICS OF COMBED WOOL OR OF COMBED FINE ANIMAL HAIR:,,5112,
,,Containing 85% or more by weight of wool or of fine animal hair:,,5112.1,
9,sm,Of a weight not exceeding 200 g/m2,5%,5112.11.00,
10,sm,Other,5%,5112.19.00,
11,sm,"Other, mixed mainly or solely with man  made filaments",5%,5112.20.00,
12,sm,"Other, mixed mainly or solely with man  made staple fibres",5%,5112.30.00,
13,sm,Other,5%,5112.90.00,
14,sm,WOVEN FABRICS OF COARSE ANIMAL HAIR OR OF HORSEHAIR,5%,5113.00.00,
43,kg,"COTTON, NOT CARDED OR COMBED",Free,,
,,COTTON WASTE (INCLUDING YARN WASTE AND GARNETTED STOCK):,,,
3,kg,Yarn waste (including thread waste),Free,,
,,Other:,,,
4,kg,Garnetted stock,Free,,
5,kg,Other,Free,,
6,kg,"COTTON, CARDED OR COMBED",Free,,
,,"COTTON SEWING THREAD, WHETHER OR NOT PUT UP FOR RETAIL SALE:",,,
,,Not put up for retail sale:,,,
7,kg,Containing 85% or more by weight of cotton,5%,5204.11.00,
8,kg,Other,5%,,
9,kg,Put up for retail sale,Free,5204.20.00,
,,"COTTON YARN (OTHER THAN SEWING THREAD), CONTAINING 85% OR MORE BY WEIGHT OF COTTON, NOT PUT UP FOR RETAIL SALE:",,,
,,"Single yarn, of uncombed fibres:",,,
,,Measuring 71429 decitex or more (not exceeding 14 metric number):,,,
30,kg,Measuring 20 000 decitex or more,Free,,
31,kg,Other,Free,5205.11.90,
11,kg,Measuring less than 71429 decitex but not less than 23256 decitex (exceeding 14 metric number but not exceeding 43 metric number),Free,5205.12.00,
12,kg,Measuring less than 23256 decitex but not less than 19231 decitex (exceeding 43 metric number but not exceeding 52 metric number),Free,,
13,kg,Measuring less than 19231 decitex but not less than 125 decitex (exceeding 52 metric number but not exceeding 80 metric number),Free,,
14,kg,Measuring less than 125 decitex (exceeding 80 metric number),Free,,
,,"Single yarn, of combed fibres:",,,
,,Measuring 71429 decitex or more (not exceeding 14 metric number):,,,
32,kg,Measuring 20 000 decitex or more,Free,,
33,kg,Other,Free,5205.21.90,
16,kg,Measuring less than 71429 decitex but not less than 23256 decitex (exceeding 14 metric number but not exceeding 43 metric number),Free,5205.22.00,
17,kg,Measuring less than 23256 decitex but not less than 19231 decitex (exceeding 43 metric number but not exceeding 52 metric number),Free,5205.23.00,
18,kg,Measuring less than 19231 decitex but not less than 125 decitex (exceeding 52 metric number but not exceeding 80 metric number),Free,5205.24.00,
38,kg,Measuring less than 125 decitex but not less than 10638 decitex (exceeding 80 metric number but not exceeding 94 metric number),Free,,
39,kg,Measuring less than 10638 decitex but not less than 8333 decitex (exceeding 94 metric number but not exceeding 120 metric number),Free,5205.27.00,
40,kg,Measuring less than 8333 decitex (exceeding 120 metric number),Free,5205.28.00,
,,"Multiple (folded) or cabled yarn, of uncombed fibres:",,,
,,Measuring per single yarn 71429 decitex or more (not exceeding 14 metric number per single yarn):,,,
34,kg,Measuring per single yarn 20 000 decitex or more,Free,,
35,kg,Other,Free,,
21,kg,Measuring per single yarn less than 71429 decitex but not less than 23256 decitex (exceeding 14 metric number but not exceeding 43 metric number per single yarn),Free,5205.32.00,
22,kg,Measuring per single yarn less than 23256 decitex but not less than 19231 decitex (exceeding 43 metric number but not exceeding 52 metric number per single yarn),Free,,
23,kg,Measuring per single yarn less than 19231 decitex but not less than 125 decitex (exceeding 52 metric number but not exceeding 80 metric number per single yarn),Free,,
24,kg,Measuring per single yarn less than 125 decitex (exceeding 80 metric number per single yarn),Free,,
,,"Multiple (folded) or cabled yarn, of combed fibres:",,,
,,Measuring per single yarn 71429 decitex or more (not exceeding 14 metric number per single yarn):,,,
36,kg,Measuring per single yarn 20 000 decitex or more,Free,,
37,kg,Other,Free,5205.41.90,
26,kg,Measuring per single yarn less than 71429 decitex but not less than 23256 decitex (exceeding 14 metric number but not exceeding 43 metric number per single yarn),Free,5205.42.00,
27,kg,Measuring per single yarn less than 23256 decitex but not less than 19231 decitex (exceeding 43 metric number but not exceeding 52 metric number per single yarn),Free,5205.43.00,
28,kg,Measuring per single yarn less than 19231 decitex but not less than 125 decitex (exceeding 52 metric number but not exceeding 80 metric number per single yarn),Free,5205.44.00,
41,kg,Measuring per single yarn less than 125 decitex but not less than 10638 decitex (exceeding 80 metric number but not exceeding 94 metric number per single yarn),Free,5205.46.00,
42,kg,Measuring per single yarn less than 10638 decitex but not less than 8333 decitex (exceeding 94 metric number but not exceeding 120 metric number per single yarn),Free,5205.47.00,
43,kg,Measuring per single yarn less than 8333 decitex (exceeding 120 metric number per single yarn),Free,5205.48.00,
,,"COTTON YARN (OTHER THAN SEWING THREAD), CONTAINING LESS THAN 85% BY WEIGHT OF COTTON, NOT PUT UP FOR RETAIL SALE:",,,
,,"Single yarn, of uncombed fibres:",,,
,,Measuring 71429 decitex or more (not exceeding 14 metric number):,,,
38,kg,Measuring 20 000 decitex or more,Free,,
39,kg,Other,Free,,
2,kg,Measuring less than 71429 decitex but not less than 23256 decitex (exceeding 14 metric number but not exceeding 43 metric number),Free,,
3,kg,Measuring less than 23256 decitex but not less than 19231 decitex (exceeding 43 metric number but not exceeding 52 metric number),Free,,
4,kg,Measuring less than 19231 decitex but not less than 125 decitex (exceeding 52 metric number but not exceeding 80 metric number),Free,,
5,kg,Measuring less than 125 decitex (exceeding 80 metric number),Free,,
,,"Single yarn, of combed fibres:",,,
,,Measuring 71429 decitex or more (not exceeding 14 metric number):,,,
40,kg,Measuring 20 000 decitex or more,Free,,
41,kg,Other,Free,5206.21.90,
7,kg,Measuring less than 71429 decitex but not less than 23256 decitex (exceeding 14 metric number but not exceeding 43 metric number),Free,5206.22.00,
8,kg,Measuring less than 23256 decitex but not less than 19231 decitex (exceeding 43 metric number but not exceeding 52 metric number),Free,,
9,kg,Measuring less than 19231 decitex but not less than 125 decitex (exceeding 52 metric number but not exceeding 80 metric number),Free,,
10,kg,Measuring less than 125 decitex (exceeding 80 metric number),Free,,
,,"Multiple (folded) or cabled yarn, of uncombed fibres:",,,
,,Measuring per single yarn 71429 decitex or more (not exceeding 14 metric number per single yarn):,,,
42,kg,Measuring per single yarn 20 000 decitex or more,Free,,
43,kg,Other,Free,5206.31.90,
12,kg,Measuring per single yarn less than 71429 decitex but not less than 23256 decitex (exceeding 14 metric number but not exceeding 43 metric number per single yarn),Free,,
13,kg,Measuring per single yarn less than 23256 decitex but not less than 19231 decitex (exceeding 43 metric number but not exceeding 52 metric number per single yarn),Free,,
14,kg,Measuring per single yarn less than 19231 decitex but not less than 125 decitex (exceeding 52 metric number but not exceeding 80 metric number per single yarn),Free,,
15,kg,Measuring per single yarn less than 125 decitex (exceeding 80 metric number per single yarn),Free,,
,,"Multiple (folded) or cabled yarn, of combed fibres:",,,
,,Measuring per single yarn 71429 decitex or more (not exceeding 14 metric number per single yarn):,,,
44,kg,Measuring per single yarn 20 000 decitex or more,Free,,
45,kg,Other,Free,,
17,kg,Measuring per single yarn less than 71429 decitex but not less than 23256 decitex (exceeding 14 metric number but not exceeding 43 metric number per single yarn),Free,5206.42.00,
18,kg,Measuring per single yarn less than 23256 decitex but not less than 19231 decitex (exceeding 43 metric number but not exceeding 52 metric number per single yarn),Free,,
19,kg,Measuring per single yarn less than 19231 decitex but not less than 125 decitex (exceeding 52 metric number but not exceeding 80 metric number per single yarn),Free,,
20,kg,Measuring per single yarn less than 125 decitex (exceeding 80 metric number per single yarn),Free,5206.45.00,
,,COTTON YARN (OTHER THAN SEWING THREAD) PUT UP FOR RETAIL SALE:,,,
21,kg,Containing 85% or more by weight of cotton,5%,5207.10.00,
22,kg,Other,5%,,
,,"WOVEN FABRICS OF COTTON, CONTAINING 85% OR MORE BY WEIGHT OF COTTON, WEIGHING NOT MORE THAN 200 g/m2:",,,
,,Unbleached:,,,
11,sm,"Plain weave, weighing not more than 100 g/m2",5%,,
13,sm,"Plain weave, weighing more than 100 g/m2",5%,,
4,sm,"3  thread or 4  thread twill, including cross twill",Free,,
6,sm,Other fabrics,5%,,
,,Bleached:,,,
10,sm,"Plain weave, weighing not more than 100 g/m2",5%,,
11,sm,"Plain weave, weighing more than 100 g/m2",5%,5208.22.00,
12,sm,"3  thread or 4  thread twill, including cross twill",5%,,
19,sm,Other fabrics,5%,,
,,Dyed:,,,
31,sm,"Plain weave, weighing not more than 100 g/m2",5%,,
35,sm,"Plain weave, weighing more than 100 g/m2",5%,,
37,sm,"3  thread or 4  thread twill, including cross twill",5%,,
14,sm,Other fabrics,5%,,
,,Of yarns of different colours:,,,
13,sm,"Plain weave, weighing not more than 100 g/m2",5%,,
16,sm,"Plain weave, weighing more than 100 g/m2",5%,,
18,sm,"3  thread or 4  thread twill, including cross twill",5%,,
29,sm,Other fabrics,5%,,
,,Printed:,,,
19,sm,"Plain weave, weighing not more than 100 g/m2",5%,,
21,sm,"Plain weave, weighing more than 100 g/m2",5%,,
39,sm,Other fabrics,5%,,
,,"WOVEN FABRICS OF COTTON, CONTAINING 85% OR MORE BY WEIGHT OF COTTON, WEIGHING MORE THAN 200 g/m2:",,,
,,Unbleached:,,,
3,sm,Plain weave,5%,,
4,sm,"3  thread or 4  thread twill, including cross twill",5%,,
5,sm,Other fabrics,5%,5209.19.00,
,,Bleached:,,,
43,sm,Plain weave,5%,,
44,sm,"3  thread or 4  thread twill, including cross twill",5%,,
11,sm,Other fabrics,5%,,
,,Dyed:,,,
14,sm,Plain weave,5%,,
16,sm,"3  thread or 4  thread twill, including cross twill",5%,,
17,sm,Other fabrics,5%,,
,,Of yarns of different colours:,,,
45,sm,Plain weave,5%,,
41,sm,Denim,5%,,
42,sm,"Other fabrics of 3  thread or 4  thread twill, including cross twill",5%,,
24,sm,Other fabrics,5%,5209.49.00,
,,Printed:,,,
46,sm,Plain weave,5%,,
47,sm,"3  thread or 4  thread twill, including cross twill",5%,,
32,sm,Other fabrics,5%,,
,,"WOVEN FABRICS OF COTTON, CONTAINING LESS THAN 85% BY WEIGHT OF COTTON, MIXED MAINLY OR SOLELY WITH MAN  MADE FIBRES, WEIGHING NOT MORE THAN 200 g/m2:",,,
,,Unbleached:,,,
30,sm,Plain weave,5%,,
33,sm,Other fabrics,5%,,
,,Bleached:,,,
35,sm,Plain weave,5%,5210.21.00,
39,sm,Other fabrics,5%,,
,,Dyed:,,,
40,sm,Plain weave,5%,5210.31.00,
41,sm,"3  thread or 4  thread twill, including cross twill",5%,,
42,sm,Other fabrics,5%,,
,,Of yarns of different colours:,,,
44,sm,Plain weave,5%,,
49,sm,Other fabrics,5%,,
,,Printed:,,,
50,sm,Plain weave,5%,,
59,sm,Other fabrics,5%,,
,,"WOVEN FABRICS OF COTTON, CONTAINING LESS THAN 85% BY WEIGHT OF COTTON, MIXED MAINLY OR SOLELY WITH MAN  MADE FIBRES, WEIGHING MORE THAN 200 g/m2:",,,
