"Chapter","Page","Item","Description","Unit","Custom Fee","VAT","Product Type","Agreement details"
"25","10","""2523290000""","Portland Cement:-- Other","Ton Net","0%","VAT...14% from the value + customs fees","Non- Durable Consumption goods","Egypt – EU Association Agreement: Full exemption from customs fees | Mercosur: Immediate exemption since the entry into force of the Convention."
"25","10","""2523300000""","- Aluminous Cement","Ton Net","0%","VAT...14% from the value + customs fees","Intermediate goods","Egypt – EU Association Agreement: Full exemption from customs fees | Mercosur: Immediate exemption since the entry into force of the Convention."
"25","10","""2523900000""","- Other Hydraulic Cements","Ton Net","0%","VAT...14% from the value + customs fees","Intermediate goods","Egypt – EU Association Agreement: Full exemption from customs fees | Mercosur: Immediate exemption since the entry into force of the Convention."
"25","10","""2524100000""","- crocidolite","Kg Net","2%","VAT...14% from the value + customs fees","Intermediate goods","Egypt – EU Association Agreement: Full exemption from customs fees | Mercosur: Immediate exemption since the entry into force of the Convention."
"25","10","""2524900010""","Asbestos.- Other","Kg Net","2%","VAT...14% from the value + customs fees","Intermediate goods","Egypt – EU Association Agreement: Full exemption from customs fees | Mercosur: Immediate exemption since the entry into force of the Convention."
"25","10","""2524900090""","Asbestos.- Other","Kg Net","2%","VAT...14% from the value + customs fees","Intermediate goods","Egypt – EU Association Agreement: Full exemption from customs fees | Mercosur: Immediate exemption since the entry into force of the Convention."
"25","10","""2525100010""","Crude Mica","Kg Net","2%","VAT...14% from the value + customs fees","Intermediate goods","Egypt – EU Association Agreement: Full exemption from customs fees | Mercosur: 12.5% reduction per year since the entry into force of the Convention."
"25","10","""2525100090""","Mica Rifted Into Sheets Or Splittings","Kg Net","2%","VAT...14% from the value + customs fees","Intermediate goods","Egypt – EU Association Agreement: Full exemption from customs fees | Mercosur: 12.5% reduction per year since the entry into force of the Convention."
"25","10","""2525200000""","- mica Powder","Kg Net","2%","VAT...14% from the value + customs fees","Intermediate goods","Egypt – EU Association Agreement: Full exemption from customs fees | Mercosur: 25% reduction per year since the entry into force of the Convention."
"25","11","""2525300000""","- mica waste","Kg Net","2%","VAT...14% from the value + customs fees","Intermediate goods","Egypt – EU Association Agreement: Full exemption from customs fees | Mercosur: Immediate exemption since the entry into force of the Convention."
"25","11","""2526100000""","Natural Steatite Not Crushed, Not Powdered,Whether Or Not Roughly Trimmed Or Merely Cut, By Sawing Or Otherwise, Into Blocks Or Slabs Of A Rectangular (Including Square) Shape, Talc.","Kg Net","2%","VAT...14% from the value + customs fees","Raw materials","Egypt – EU Association Agreement: Full exemption from customs fees | Mercosur: 25% reduction per year since the entry into force of the Convention."
"25","11","""2526200010""","Talc, Powdered, Softmore Than 50 Micron","Kg Net","2%","VAT...14% from the value + customs fees","Intermediate goods","Egypt – EU Association Agreement: Full exemption from customs fees | Mercosur: 12.5% reduction per year since the entry into force of the Convention."
"25","11","""2526200020""","Talc, Powdered,Ultra Soft 50 Microns And Less.","Kg Net","2%","VAT...14% from the value + customs fees","Intermediate goods","Egypt – EU Association Agreement: Full exemption from customs fees | Mercosur: 12.5% reduction per year since the entry into force of the Convention."
"25","11","""2526200030""","Talk, Crushed","Kg Net","2%","VAT...14% from the value + customs fees","Intermediate goods","Egypt – EU Association Agreement: Full exemption from customs fees | Mercosur: 12.5% reduction per year since the entry into force of the Convention."
"25","11","""2526200050""","Other Natural Steatite, Powdered","Kg Net","2%","VAT...14% from the value + customs fees","Intermediate goods","Egypt – EU Association Agreement: Full exemption from customs fees | Mercosur: 12.5% reduction per year since the entry into force of the Convention."
"25","11","""2526200090""","Other Natural Steatite, Crushed","Kg Net","2%","VAT...14% from the value + customs fees","Intermediate goods","Egypt – EU Association Agreement: Full exemption from customs fees | Mercosur: 12.5% reduction per year since the entry into force of the Convention."
"25","11","""2528000010""","Natural Borates And Concentrates Thereof (Whether Or Not Calcined), But Not Including Borates Separated From Natural Brine","Gross Kg","2%","VAT...14% from the value + customs fees","Raw materials","Egypt – EU Association Agreement: Full exemption from customs fees | Mercosur: 25% reduction per year since the entry into force of the Convention."
"25","11","""2528000090""","Natural Boric Acid Containing Not More Than 85% Of H3bo3 Calculated On The Dry Weight.","Gross Kg","2%","VAT...14% from the value + customs fees","Raw materials","Egypt – EU Association Agreement: Full exemption from customs fees | Mercosur: 12.5% reduction per year since the entry into force of the Convention."
"25","11","""2529100010""","- Feldspar","Kg Net","2%","VAT...14% from the value + customs fees","Intermediate goods","Egypt – EU Association Agreement: Full exemption from customs fees | Mercosur: 12.5% reduction per year since the entry into force of the Convention."
"25","12","""2529100090""","- Feldspar","Kg Net","2%","VAT...14% from the value + customs fees","Intermediate goods","Egypt – EU Association Agreement: Full exemption from customs fees | Mercosur: 12.5% reduction per year since the entry into force of the Convention."
"25","12","""2529210000""","- Fluorspar:-- Containing By Weight 97% Or Less Of Calcium Fluoride","Kg Net","2%","VAT...14% from the value + customs fees","Intermediate goods","Egypt – EU Association Agreement: Full exemption from customs fees | Mercosur: 25% reduction per year since the entry into force of the Convention."
"25","12","""2529220000""","- Fluorspar-- Containing By Weight More Than 97% Of Calcium Fluoride","Kg Net","2%","VAT...14% from the value + customs fees","Intermediate goods","Egypt – EU Association Agreement: Full exemption from customs fees | Mercosur: 25% reduction per year since the entry into force of the Convention."
"25","12","""2529300000""","- Leucite, Nepheline and Nepheline Syenite","Kg Net","2%","VAT...14% from the value + customs fees","Intermediate goods","Egypt – EU Association Agreement: Full exemption from customs fees | Mercosur: 25% reduction per year since the entry into force of the Convention."
"25","12","""2530100000""","- vermiculite, Perlite and Chlorites, Unexpanded","Kg Net","2%","VAT...14% from the value + customs fees","Raw materials","Egypt – EU Association Agreement: Full exemption from customs fees | Mercosur: 12.5% reduction per year since the entry into force of the Convention."
"25","12","""2530200000""","- Kieserite, Epsomite (Natural magnesium Sulphates)","Kg Net","2%","VAT...14% from the value + customs fees","Raw materials","Egypt – EU Association Agreement: Full exemption from customs fees | Mercosur: Immediate exemption since the entry into force of the Convention."
"25","12","""2530900010""","Coloured Earths, From Mineral Substances Not Elsewhere Specified Or Included.","Kg Net","2%","VAT...14% from the value + customs fees","Intermediate goods","Egypt – EU Association Agreement: Full exemption from customs fees | Mercosur: 12.5% reduction per year since the entry into force of the Convention."
"25","12","""2530900020""","Yellow Arsenic Sulfur (Rat Poison)","Kg Net","2%","VAT...14% from the value + customs fees","Intermediate goods","Egypt – EU Association Agreement: Full exemption from customs fees | Mercosur: 12.5% reduction per year since the entry into force of the Convention."
"25","12","""2530900030""","Natural Sodium Carbonate (Natron)","Kg Net","2%","VAT...14% from the value + customs fees","Intermediate goods","Egypt – EU Association Agreement: Full exemption from customs fees | Mercosur: 12.5% reduction per year since the entry into force of the Convention."
"25","12","""2530900040""","Stone Print Allithogravea","Kg Net","2%","VAT...14% from the value + customs fees","Intermediate goods","Egypt – EU Association Agreement: Full exemption from customs fees | Mercosur: 12.5% reduction per year since the entry into force of the Convention."
"25","13","""2530900090""","Other Mineral Substances, Not Elsewhere Specified Or Included","Kg Net","2%","VAT...14% from the value + customs fees","Intermediate goods","Egypt – EU Association Agreement: Full exemption from customs fees | Mercosur: 12.5% reduction per year since the entry into force of the Convention."
"26","1","""2601110000""","Iron ores and concentrates, other than roasted iron pyrites:-- Non-agglomerated","Kg Net","0%","VAT...14% from the value + customs fees","Raw materials","Egypt – EU Association Agreement: Full exemption from customs fees | Mercosur: Immediate exemption since the entry into force of the Convention."
"26","1","""2601120000""","Iron ores and concentrates, other than roasted iron pyrites:-- Agglomerated","Kg Net","0%","VAT...14% from the value + customs fees","Raw materials","Egypt – EU Association Agreement: Full exemption from customs fees | Mercosur: Immediate exemption since the entry into force of the Convention."
"26","1","""2601200000""","Iron ores and concentrates, other than roasted iron pyrites:- Roasted iron pyrites","Kg Net","2%","VAT...14% from the value + customs fees","Raw materials","Egypt – EU Association Agreement: Full exemption from customs fees | Mercosur: Immediate exemption since the entry into force of the Convention."
"26","1","""2602000000""","Manganese ores and concentrates, including ferruginous manganese ores and concentrates with a manganese content of 20% or more, calculated on the dry weight.","Kg Net","2%","VAT...14% from the value + customs fees","Raw materials","Egypt – EU Association Agreement: Full exemption from customs fees | Mercosur: 12.5% reduction per year since the entry into force of the Convention."
"26","1","""2603000000""","Copper ores and concentrates.","Kg Net","2%","VAT...14% from the value + customs fees","Raw materials","Egypt – EU Association Agreement: Full exemption from customs fees | Mercosur: 12.5% reduction per year since the entry into force of the Convention."
"26","1","""2604000000""","Nickel ores and concentrates.","Kg Net","2%","VAT...14% from the value + customs fees","Raw materials","Egypt – EU Association Agreement: Full exemption from customs fees | Mercosur: Immediate exemption since the entry into force of the Convention."
